FoodID,FoodName,Alcohol,Carbohydrates,Calcium,Cholesterol,Calories,Kilojules,Fattotal,Glucose,Iron,Lactose,Magnesium,Potassium,Selenium,Sodium,Starchtotal,Sugarstotal,Water,Zinc
M1011,"Chicken, deli cooked, flesh, ready to eat, composite",0,0.0,8.15,109.38,148.44,625.55,4.26,0,0.52,0,27.62,352.8,30.83,331.1,0.0,0.0,67.09,1.36
M1012,"Chicken, deli cooked, breast, flesh, ready to eat, composite",0,0.0,6.9,93,133.9,566.45,2.1,0,0.33,0,30,370,30.33,325,0.0,0.0,68,0.85
M1013,"Chicken, deli cooked, thigh, flesh, ready to eat, composite",0,0.0,9.7,128,172.2,721.48,8.3,0,0.86,0,23,310,28.33,330,0.0,0.0,65.8,2.2
M1015,"Chicken, deli cooked, skin, ready to eat, composite",0,0.0,21.0,142,356.9,1477.33,31.6,0,0.92,0,39,280,23,340,0.0,0.0,48.3,1.0
M1016,"Chicken, deli cooked, drumstick, flesh, ready to eat, composite",0,0.0,11.0,150,172.1,722.8,6.9,0,0.79,0,25,350,37.33,360,0.0,0.0,65.3,2.2
M1017,"Venison, hind leg muscles, denuded, raw, Medallion, Silver Fern",0,0.0,2.8,61,108.02,457.17,1.53,0,4.1,0,31,380,14.5,49,0.0,0.0,72.9,3.6
M1018,"Venison, hind leg, muscles, skin and visible fat removed, raw, Stir Fry, Silver Fern",0,0.0,2.9,60,103.7,439.41,1.05,0,3.6,0,29,400,5.6,46,0.0,0.0,74.6,3.2
M1019,"Venison, forequarter muscles, visible fat removed, raw, Diced, Silver Fern",0,0.0,3.2,63,97.9,414.7,1.1,0,3.1,0,28,380,6.65,58,0.0,0.0,73.7,4.4
M1020,"Venison, mince, trim & whole muscles, raw, Mince, Silver Fern",0,0.0,4.1,66,110.37,465.41,2.93,0,2.9,0,22,350,7,71,0.0,0.0,75.8,5.5
M1021,"Venison, hind leg muscles, cooked, Medallion, Silver Fern",0,0.0,2.63,71.66,126.9,537.08,1.8,0,4.82,0,23.67,245.53,17.7,31.66,0.0,0.0,68.51,4.23
M1022,"Venison, hind leg, muscles, cooked, Stir Fry, Silver Fern",0,0.0,3.41,70.6,122.02,517.06,1.24,0,4.02,0,29.01,400.08,8.37,46.01,0.0,0.0,70.23,3.77
M1023,"Venison, forequarter muscles, cooked, Diced, Silver Fern",0,0.0,3.01,74.15,115.22,488.08,1.29,0,3.65,0,21.42,245.98,8.47,37.54,0.0,0.0,69.39,5.18
M1024,"Venison, mince, trim & whole muscles, cooked, Mince, Silver Fern",0,0.0,4.83,77.79,130.09,548.58,3.45,0,3.42,0,25.93,412.54,9.94,83.69,0.0,0.0,71.48,6.48
M1029,"Chicken, breast, smoked, skin removed",0,0.5,124.0,53,164.5,686.5,10.1,0,1.56,0,2.8,256,110,954,0.5,0.0,68.2,0.8
M1030,"Chicken, feet, boiled",0,0.0,88.0,84,208.9,869.58,14.6,0,0.91,0,5,31,3.6,67,0.0,0.0,65.8,0.69
M1031,"Beef, corned, canned, Corned Beef, Hellaby's",0,0.0,9.9,61,232.8,968.4,16.8,0,1.65,0,15,185,8.4,660,0.0,0.0,61.3,4.9
M1032,"Beef, corned, canned, Corned Beef, Pacific",0,0.0,9.9,61,268.2,1114.6,20.2,0,1.65,0,15,185,8.4,660,0.0,0.0,56.8,4.9
M1033,"Beef, corned reduced fat, canned, Reduced Fat Corned Beef, Hellaby's",0,1.1,9.9,61,206.5,861.5,12.9,0,1.65,0,15,185,8.4,660,0.0,1.1,63.2,4.9
M1034,"Beef, corned, canned, Corned Beef, Salisbury",0,0.0,8.0,69,203.4,848.7,12.6,0,1.85,0,13,147,6.6,620,0.0,0.0,63.7,4.8
M1035,"Beef, corned, canned, Corned Beef, Palm",0,0.0,8.0,69,260.3,1080.9,20.3,0,1.85,0,13,147,6.6,560,0.0,0.0,57.8,4.8
M1036,"Beef, corned, canned, Lite Corned Beef, Salisbury",0,0.0,8.0,69,213.5,890.5,13.5,0,1.85,0,13,147,6.6,420,0.0,0.0,62.2,4.8
M1037,"Beef, corned, canned, Corned Beef, Pams",0,0.0,19.9,61,233.9,974.7,15.5,0,2.7,0,16,189,7.7,800,0.0,0.0,59.3,4.4
M1038,"Beef, corned, canned, Corned Beef, Golden Country",0,0.0,16.1,61,217.1,901.3,17.1,0,3.0,0,16,195,9.3,730,0.0,0.0,65.2,2.5
M1039,"Beef, corned silverside, raw, composite",0,0.0,3.3,30,109.3,457.4,5.7,0,1.28,0,13,198,3.7,1330,0.0,0.0,75.7,2.1
M1040,"Beef, corned silverside, raw, Corned Fishers Silverside, Fishers",0,0.0,3.3,30,113.7,474.1,7.3,0,1.28,0,13,198,3.7,1330,0.0,0.0,75.6,2.1
M1041,"Beef, corned silverside, raw, Corned Silverside, Hellaby's",0,0.0,3.3,30,124.2,516.6,9,0,1.28,0,13,198,3.7,1330,0.0,0.0,75.3,2.1
M1043,"Beef, corned silverside, shaved & sliced, deli, as purchased, composite",0,1.3,7.3,30,123.8,518.9,5.8,0.7,1.87,0,18,270,5.5,1140,0.0,1.3,72.6,2.7
M1044,"Beef, forequarter bolar, separable lean, raw",0,0.0,3.55,55.5,128.77,541.66,4.49,0,2.06,0,22.49,325.16,1,55.2,0.0,0.0,73.11,3.63
M1045,"Beef, forequarter brisket navel end, separable lean, raw",0,0.0,4.78,52.7,193.68,807.19,12.75,0,1.4,0,16.92,277.47,2.6,66.36,0.0,0.0,67.95,3.64
M1046,"Beef, forequarter brisket point end, separable lean, raw",0,0.0,3.75,53.5,125.27,526.63,4.62,0,2.06,0,21.38,321.12,2.68,50.84,0.0,0.0,73.75,2.66
M1047,"Beef, forequarter chuck steak, separable lean, raw",0,0.0,4.49,60.5,130.54,548.03,5.41,0,2.04,0,20.33,314.65,1.34,55.67,0.0,0.0,73.5,4.84
M1048,"Beef, forequarter, scotch fillet, separable lean, raw",0,0.0,3.45,59.2,155.7,651.08,8.51,0,2.09,0,19.51,319.48,4.7,45.1,0.0,0.0,69.43,3.66
M1049,"Beef, forequarter oyster blade, separable lean, raw",0,0.0,3.77,55.9,155.41,651.02,7.56,0,1.95,0,18.11,296.63,2.02,58.75,0.0,0.0,71.68,4.64
M1050,"Beef, forequarter ribs prepared, separable lean, raw",0,0.0,15.2,56.5,146.3,613.3,6.78,0,1.82,0,20.42,336.85,2.93,53.6,0.0,0.0,71.32,3.95
M1051,"Beef, mince, premium, raw",0,0.0,5.75,49.2,118.01,496.96,3.68,0,1.95,0,20.88,340.45,1.06,55.06,0.0,0.0,73.84,4.28
M1052,"Beef, hindquarter silverside, separable lean, raw",0,0.0,3.44,47.4,110.74,466.47,3.35,0,1.39,0,21.68,352.05,1.06,39.71,0.0,0.0,74.14,2.78
M1053,"Beef, hindquarter skirt steak, separable lean, raw",0,0.0,3.66,48.9,142.13,595.73,6.67,0,1.57,0,19.78,330.57,3.49,46.76,0.0,0.0,73.62,4.33
M1054,"Beef, hindquarter silverside excluding the eye, separable lean, raw",0,0.0,4.93,55.3,154.42,646.68,7.69,0,1.9,0,19.9,291,1,50,0.0,0.0,70.81,5.44
M1055,"Beef, hindquarter shank, separable lean, raw",0,0.0,3.96,55.6,113.89,480.14,3.12,0,2.04,0,20.83,326.06,2,63.4,0.0,0.0,74.57,3.86
M1056,"Beef, hindquarter topside cap off, separable lean, raw",0,0.0,3.61,55.2,127.89,538.07,4.36,0,2.27,0,22.35,338.21,1.41,39.74,0.0,0.0,72.35,2.93
M1057,"Beef, hindquarter thick flank, separable lean, raw",0,0.0,3.57,56.2,136.03,571.39,5.4,0,1.81,0,21.65,340.22,1.41,41.61,0.0,0.0,72.32,3.51
M1058,"Beef, hindquarter rump steak, separable lean, raw",0,0.0,3.57,54.9,141.41,593.43,6.05,0,2.3,0,21.69,342.6,1.45,48.78,0.0,0.0,72.22,3.46
M1059,"Beef, hindquarter sirloin, separable lean, raw",0,0.0,4.49,53.9,146.72,614.82,7,0,1.61,0,19.73,309.13,3,46.98,0.0,0.0,70.41,2.76
M1060,"Beef, hindquarter fillet, separable lean, raw",0,0.0,3.51,58.4,139.64,585.84,6.1,0,2.21,0,24.12,362.26,4.31,39.39,0.0,0.0,71.79,2.34
M1061,"Ox, offal, heart, raw",0,0.0,4.06,123.7,104.69,440.67,3.4,0,4.38,0,21.93,274.69,9,85.53,0.0,0.0,78.07,1.51
M1062,"Ox, offal, kidney, raw",0,0.0,9.22,404.2,86.51,364.36,2.64,0,3.83,0,14.72,224.53,103.32,175.25,0.0,0.0,80.52,1.53
M1063,"Ox, offal, liver, raw",0,0.0,3.8,254.1,118.41,498.19,4.05,0,8.44,0,19.3,327,16.52,53,0.0,0.0,70.39,3.0
M1064,"Beef, offal, sweetbreads, raw",0,0.0,3.8,216.7,303.44,1253.86,28.6,0,1.15,0,15.3,318,9,64,0.0,0.0,57.67,1.0
M1065,"Ox, offal, tongue, raw",0,0.0,4.4,80.5,242.87,1008.33,19.09,0,1.81,0,16.3,252,2.48,73,0.0,0.0,65.24,2.7
M1066,"Beef, offal, tripe, raw",0,0.0,112.21,117.4,77.28,325.96,1.98,0,4.44,0,19.07,216.64,3.15,80.92,0.0,0.0,82.19,1.72
M1067,"Beef, fat, subcutaneous fat, raw",0,0.0,20.1,64.21,685.38,2822.4,72.38,0,0.38,0,4.7,93,1.85,26.49,0.0,0.0,19.9,0.36
M1068,"Beef, fat, intermuscular fat, raw",0,0.0,11.1,104.05,602.0,2478.79,63.78,0,0.76,0,6.8,143,2.85,32.07,0.0,0.0,29,1.09
M1069,"Beef, forequarter bolar, separable lean, braised",0,0.0,5.5,91.3,193.2,812.89,6.57,0,2.7,0,19.37,180.54,2,32.84,0.0,0.0,60.46,6.38
M1070,"Beef, forequarter brisket navel end, separable lean, braised",0,0.0,6.71,78.5,264.72,1104.59,16.37,0,1.84,0,14.43,142,3.63,39.42,0.0,0.0,54.88,5.76
M1071,"Beef, forequarter brisket point end, separable lean, braised",0,0.0,6.05,95.3,201.52,847.65,7.05,0,2.78,0,19.61,178.04,5.33,29.98,0.0,0.0,58.64,5.16
M1072,"Beef, forequarter chuck steak, separable lean, braised",0,0.0,5.85,98,208.31,874.19,8.89,0,2.71,0,19.14,188.52,2.08,37.62,0.0,0.0,59.68,7.81
M1073,"Beef, forequarter scotch fillet, separable lean, fast-roasted",0,0.0,4.56,93.8,239.39,1000.88,13.22,0,2.38,0,23.35,360.58,6.57,51.7,0.0,0.0,56.8,4.99
M1074,"Beef, forequarter oyster blade, separable lean, braised",0,0.0,4.71,86.9,195.6,820.71,8.46,0,2.78,0,16.66,151.26,2,24.93,0.0,0.0,62.38,5.28
M1075,"Beef, forequarter ribs prepared, separable lean, fast-roasted",0,0.0,17.65,68.8,196.59,823.33,9.74,0,2.21,0,22.43,363.06,3.5,57.92,0.0,0.0,61.82,4.9
M1076,"Beef, mince, premium, simmered",0,0.0,6.19,67.4,126.18,532.2,3.26,0,1.78,0,15.97,192.68,1.15,32.4,0.0,0.0,73.1,5.02
M1077,"Beef, hindquarter silverside, separable lean, slow-roasted",0,0.0,4.19,66.6,163.57,688.93,4.98,0,1.89,0,24.36,373.66,1.76,43.01,0.0,0.0,65.38,3.95
M1078,"Beef, hindquarter skirt steak, separable lean, braised",0,0.0,5.06,77.9,194.27,815.76,7.92,0,2.41,0,18.46,191.65,5.45,28.44,0.0,0.0,61.51,6.89
M1079,"Beef, hindquarter silverside excluding the eye, separable lean, braised",0,0.0,5.73,93.9,225.64,946.07,10.3,0,3.23,0,17.6,172,2,30,0.0,0.0,56.39,4.54
M1080,"Beef, hindquarter shank, separable lean, braised",0,0.0,6.48,88.9,166.72,702.78,4.64,0,2.72,0,19.53,216.58,2,44.25,0.0,0.0,64.4,6.15
M1081,"Beef, hindquarter topside cap off, separable lean, braised",0,0.0,4.52,91.2,204.09,858.21,7.34,0,3.85,0,20.12,182.02,2.98,22.08,0.0,0.0,57.83,5.46
M1082,"Beef, hindquarter thick flank, separable lean, fast-fried",0,0.0,4.81,76.1,178.3,748.29,7.58,0,2.25,0,25.9,405.39,1.79,48.79,0.0,0.0,64.7,4.66
M1083,"Beef, hindquarter rump steak, separable lean, fast-fried",0,0.0,4.62,78.1,187.97,789.51,7.48,0,2.96,0,28.7,427.18,1.94,54.76,0.0,0.0,61.77,4.08
M1084,"Beef, hindquarter sirloin, separable lean, fast-fried",0,0.0,6.16,70.2,216.73,906.83,11.4,0,1.96,0,24.13,363.56,4,54.57,0.0,0.0,59.61,3.41
M1085,"Beef, hindquarter fillet, separable lean, fast-fried",0,0.0,4.27,80.8,198.57,832.64,9.01,0,3.01,0,30.59,426.52,5.74,44.7,0.0,0.0,59.69,3.34
M1086,"Ox, offal, heart, simmered",0,0.0,5.58,200.7,179.18,754.01,6,0,6.81,0,26.27,184.28,17,59.1,0.0,0.0,62.27,2.79
M1087,"Ox, offal, kidney, simmered",0,0.0,13.88,1002.3,156.58,658.86,5.27,0,5.7,0,18.06,144.25,105.22,122.87,0.0,0.0,66.44,2.6
M1088,"Ox, offal, liver, fast-fried",0,0.0,4.2,242.5,135.35,569.37,4.68,0,7.17,0,21,336,16.21,55,0.0,0.0,66.44,3.4
M1089,"Beef, offal, sweetbreads, simmered",0,0.0,4.1,248.7,318.26,1315.35,29.79,0,1.12,0,16.2,258,11,52,0.0,0.0,56.26,1.2
M109,"Pork, bacon, separable fat, cooked",0,0.0,7.0,86,692.2,2850.85,72.8,0,0.8,0,10,130,8.2,990,0.0,0.0,13.8,0.8
M1090,"Ox, offal, tongue, simmered",0,0.0,5.2,104.9,256.31,1063.88,20.34,0,2.52,0,17.1,189,3.9,57,0.0,0.0,56.95,4.2
M1091,"Beef, tripe, simmered",0,0.0,157.63,198.9,102.82,433.26,2.98,0,3.72,0,24.36,102.15,4.28,40.36,0.0,0.0,77.71,2.39
M1092,"Beef, fat, subcutaneous fat, fast-fried",0,0.0,16.7,63,730.66,3007.43,78.3,0,0.47,0,6.7,129,2.21,24.69,0.0,0.0,15.4,0.43
M1093,"Beef, fat, intermuscular fat, braised",0,0.0,16.0,87.14,546.57,2251.41,57.22,0,1.18,0,9.3,125,4.04,25.1,0.0,0.0,31.2,1.88
M1094,"Lamb, forequarter shoulder boneless rolled & netted, separable lean, raw",0,0.0,4.74,57.55,142.73,598.02,6.88,0,1.16,0,20.79,324.93,3.3,64.71,0.0,0.0,72.9,3.8
M1095,"Lamb, forequarter breast, separable lean, raw",0,0.0,13.29,65.03,145.03,606.42,7.98,0,1.15,0,21.01,293.5,4,106.75,0.0,0.0,71.69,2.93
M1096,"Lamb, forequarter fore-shank, separable lean, raw",0,0.0,7.06,64.64,122.09,514.18,3.77,0,1.37,0,20.48,308.93,7.01,81.78,0.0,0.0,74.49,4.28
M1097,"Lamb, forequarter round neck chops, separable lean, raw",0,0.0,22.5,70.77,151.14,632.36,7.97,0,1.24,0,20.31,322.97,4.77,81.16,0.0,0.0,72.43,3.48
M1098,"Lamb, forequarter rack fully frenched, separable lean, raw",0,0.0,7.7,61.86,146.53,613.86,7.12,0,1.4,0,22.87,333.75,2.88,63.01,0.0,0.0,71.67,2.24
M1099,"Lamb, forequarter rack partially frenched, separable lean, raw",0,0.0,11.5,63.54,160.1,669.66,8.61,0,1.43,0,22.15,308.62,3.63,66.57,0.0,0.0,70.24,2.66
M110,"Pork, bacon, separable fat, raw",0,0.0,3.0,67,747.1,3074.05,80.9,0,0.7,0,4,75,9.06,560,0.0,0.0,12.8,0.6
M1100,"Lamb, forequarter shoulder square cut, separable lean, raw",0,0.0,12.15,55.57,153.63,642.55,8.3,0,1.12,0,20.13,307.19,5.31,73.45,0.0,0.0,72.51,3.57
M1101,"Lamb, forequarter shoulder chops, separable lean, raw",0,0.0,26.58,59.07,164.22,686.57,9.08,0,1.18,0,21.16,320.9,7.38,81.79,0.0,0.0,71.98,3.29
M1102,"Lamb, mince, standard, raw",0,0.0,4.08,63.5,192.96,804.59,12.41,0,1.04,0,18.08,281.37,4.7,57,0.0,0.0,69.29,2.75
M1103,"Lamb, hindquarter leg chop, separable lean, raw",0,0.0,10.69,65.84,126.21,530.59,4.64,0,1.64,0,24.2,350.29,3.16,64.26,0.0,0.0,74.35,3.16
M1104,"Lamb, hindquarter rump, separable lean, raw",0,0.0,4.37,65.3,121.22,510.38,3.83,0,1.52,0,24.46,346.04,4.42,61.66,0.0,0.0,74.58,2.89
M1105,"Lamb, hindquarter flap boneless, separable lean, raw",0,0.0,6.71,58.03,179.72,750.91,10.31,0,0.96,0,19.22,303.25,3.74,86.73,0.0,0.0,69.49,3.15
M1106,"Lamb, hindquarter striploin, separable lean, raw",0,0.0,4.23,65.63,119.89,504.83,3.77,0,1.55,0,26.2,368.37,2.85,60.18,0.0,0.0,74.54,2.1
M1107,"Lamb hindquarter, knuckle, separable lean, raw",0,0.0,5.03,61.76,111.78,470.88,3.35,0,1.46,0,21.9,326.95,4.7,82,0.0,0.0,74.49,3.45
M1108,"Lamb, hindquarter middle loin chop, separable lean, raw",0,0.0,18.4,66.22,141.87,594.34,6.88,0,1.52,0,22.7,326.74,5.54,77.02,0.0,0.0,71.4,2.69
M1109,"Lamb, hindquarter double loin, separable lean, raw",0,0.0,6.9,66.13,131.29,551.34,5.32,0,1.54,0,23.53,355.66,4.17,75.02,0.0,0.0,73.5,2.54
M1110,"Lamb, hindquarter fillet, separable lean, raw",0,0.0,4.04,68.54,116.45,490.14,3.81,0,1.63,0,26.26,380.8,4.99,49.37,0.0,0.0,74.35,2.16
M1111,"Lamb, hindquarter leg boned, separable lean, raw",0,0.0,3.93,64.32,120.55,507.23,4.09,0,1.4,0,23.96,343.73,3.65,60.15,0.0,0.0,74.43,3.26
M1112,"Lamb, offal, brain, raw",0,0.0,3.6,2099.59,117.58,489.67,8.03,0,1.07,0,13.5,307.1,13.5,116.52,0.0,0.0,78.52,1.1
M1113,"Lamb, offal, heart, raw",0,0.0,4.65,119.44,105.47,443.65,3.68,0,3.29,0,20.22,276.51,10.88,93.6,0.0,0.0,77.84,1.65
M1114,"Lamb, offal, kidney, raw",0,0.0,7.91,369.13,83.75,352.76,2.54,0,6.6,0,15.64,231.08,93.63,167.53,0.0,0.0,81.02,1.81
M1115,"Lamb, offal, lambs fry, raw",0,0.0,4.2,386,127.08,533.94,4.92,0,4.6,0,17.9,284.6,11.14,58.8,0.0,0.0,70.8,3.4
M1116,"Lamb, offal, sweetbreads, raw",0,0.0,3.5,230,104.6,438.8,4.6,0,0.8,0,19.8,435,12.3,56,0.0,0.0,79.5,1.4
M1117,"Lamb, offal, testes, raw",0,0.0,5.29,392.77,66.98,281.68,2.38,0,1.14,0,10.96,264.7,26.16,119.5,0.0,0.0,85.01,1.14
M1118,"Lamb, offal, tongue, raw",0,0.0,6.05,87.95,224.6,931.3,18.61,0,1.25,0,15.02,206.68,5.41,77.46,0.0,0.0,66.5,1.55
M1119,"Lamb, fat, subcutaneous fat, raw",0,0.0,2.6,77.9,700.96,2883.86,76.16,0,0.47,0,4.87,93.33,1.3,28.4,0.0,0.0,19.17,0.46
M1120,"Lamb, fat, intermuscular fat, raw",0,0.0,4.71,75.5,635.26,2614.19,68.53,0,0.72,0,6.43,118.8,2.32,33.62,0.0,0.0,25.36,0.87
M1121,"Lamb, forequarter shoulder boneless rolled & netted, separable lean, slow-roasted",0,0.0,7.29,78.7,198.71,830.89,10.91,0,1.38,0,23.39,336.55,4.71,64.92,0.0,0.0,64.22,5.0
M1122,"Lamb, forequarter breast, separable lean, braised",0,0.0,25.39,101.85,270.43,1127.4,17.53,0,1.89,0,20.14,182.68,6.4,85.86,0.0,0.0,54.77,4.8
M1123,"Lamb, forequarter fore-shank, separable lean, braised",0,0.0,11.27,114.81,208.83,877.04,8.4,0,2.24,0,22.84,258.22,9.95,77.09,0.0,0.0,59.33,7.09
M1124,"Lamb, forequarter round neck chops, separable lean, braised",0,0.0,58.1,121.31,263.87,1102.25,15.36,0,2.28,0,22.42,288.74,7.84,97.32,0.0,0.0,54.64,5.72
M1125,"Lamb, forequarter rack fully frenched, separable lean, fast-roasted",0,0.0,11.3,72.1,172.96,724.59,8.38,0,1.76,0,23.65,330.2,4.38,67.39,0.0,0.0,66.7,2.56
M1126,"Lamb, forequarter rack partially frenched, separable lean, fast-roasted",0,0.0,22.2,76.37,193.37,808.53,10.63,0,1.65,0,23.88,322.68,4.3,72.07,0.0,0.0,64.96,2.89
M1127,"Lamb, forequarter shoulder square cut, separable lean, slow-roasted",0,0.0,14.07,70.51,191.54,801.4,10.13,0,1.47,0,22.33,333.68,6.77,79.77,0.0,0.0,64.96,4.59
M1128,"Lamb, forequarter shoulder chops, separable lean, braised",0,0.0,39.97,99.12,255.25,1066.62,14.56,0,1.89,0,21.68,212.73,11.77,58.84,0.0,0.0,55.36,6.2
M1129,"Lamb, mince, standard, stewed",0,0.0,4.02,71.23,192.48,803.85,11.34,0,1.27,0,14.85,162.05,6.75,34.1,0.0,0.0,66.59,3.38
M1130,"Lamb, hindquarter leg chop, separable lean, fast-fried",0,0.0,10.49,78.25,162.34,682.01,6.35,0,2.03,0,26.97,372.94,3.66,66.93,0.0,0.0,67.56,3.93
M1131,"Lamb, hindquarter rump, separable lean, fast-roasted",0,0.0,4.35,74.41,142.13,597.49,5.27,0,1.73,0,24.57,339.07,6,61.21,0.0,0.0,70.59,3.24
M1132,"Lamb, hindquarter flap boneless, separable lean, simmered",0,0.0,8.5,78.21,233.92,977.16,13.6,0,1.21,0,18.12,185.71,7.84,54.06,0.0,0.0,60.09,4.21
M1133,"Lamb, hindquarter striploin, separable lean, fast-roasted",0,0.0,6.18,86.35,156.38,659.0,4.49,0,2.05,0,27.82,354.95,5.46,56.66,0.0,0.0,66.69,2.7
M1134,"Lamb, hindquarter knuckle, separable lean, braised",0,0.0,7.78,115.47,196.29,825.02,7.37,0,2.12,0,22.57,257.79,9.22,72.17,0.0,0.0,60.93,5.41
M1135,"Lamb, hindquarter middle loin chop, separable lean, fast-fried",0,0.0,41.5,85.05,206.0,862.12,10.7,0,1.88,0,27.09,367.2,7.26,83.84,0.0,0.0,60.21,3.48
M1136,"Lamb, hindquarter double loin, separable lean, fast-roasted",0,0.0,7.6,78.13,162.39,681.8,6.7,0,1.6,0,24.22,345.04,3.98,75.64,0.0,0.0,68.3,3.01
M1137,"Lamb, hindquarter fillet, separable lean, fast-fried",0,0.0,5.18,94.08,155.05,652.93,4.81,0,2.12,0,31.18,432.63,6.52,59.06,0.0,0.0,66.43,2.81
M1138,"Lamb, hindquarter leg boned, separable lean, slow-roasted",0,0.0,4.08,79.33,159.13,668.24,6.44,0,1.71,0,26,368.65,4.61,62.21,0.0,0.0,68.14,3.69
M1139,"Lamb, offal, brain, raw, simmered, drained & fried",0,0.0,5.7,2559.16,154.42,642.64,10.92,0,1.21,0,15.41,257.55,16.34,101.01,0.0,0.0,73.11,1.33
M1140,"Lamb, offal, heart, simmered & drained",0,0.0,5.48,186.42,160.91,676.1,6.21,0,4.94,0,21.92,187.1,20.3,66.65,0.0,0.0,66.65,2.66
M1141,"Lamb, offal, kidney, fried",0,0.0,9.47,507.5,111.18,468.05,3.56,0,14.7,0,19.1,271.42,104.98,198.96,0.0,0.0,75.07,2.36
M1142,"Lamb, offal, lambs fry, fried",0,0.0,5.0,566,162.24,681.32,6.56,0,5.4,0,20.9,287.2,19.02,58.6,0.0,0.0,64.6,5.1
M1143,"Lamb, offal, sweetbreads, simmered & drained",0,0.0,5.8,462.39,144.0,603.73,6.61,0,1.06,0,24.7,353.53,14.87,52.47,0.0,0.0,72.6,1.93
M1144,"Lamb, offal, testes, simmered, drained & fried",0,0.0,8.21,523.41,125.14,526.15,4.56,0,1.69,0,16.39,264.75,52.95,118.34,0.0,0.0,73.96,2.12
M1145,"Lamb, offal tongue, simmered & drained",0,0.0,6.36,125.59,268.45,1113.36,22.04,0,1.74,0,15.16,131.79,9.09,52.47,0.0,0.0,58.74,2.07
M1146,"Lamb, fat, subcutaneous fat, slow-roasted",0,0.0,5.64,65.7,671.48,2763.42,72.28,0,0.7,0,9.47,164.36,2.11,43.05,0.0,0.0,21.77,1.03
M1147,"Lamb, fat, intermuscular fat, slow-roasted",0,0.0,6.44,82.1,596.11,2455.41,62.44,0,1.39,0,11.76,198.28,2.27,51.69,0.0,0.0,29.57,1.77
M1148,"Beef, forequarter & hindquarter assorted cuts, separable lean, raw, composite",0,0.0,4.62,55,139.41,584.87,6.1,0,1.92,0,20.77,325.14,2.27,49.8,0.0,0.0,72.15,3.66
M1149,"Beef, forequarter & hindquarter assorted cuts, separable lean, cooked, composite",0,0.0,6.05,83.33,200.52,841.42,8.63,0,2.62,0,21.76,275.16,3.28,40.39,0.0,0.0,60.53,5.13
M1150,"Lamb, forequarter & hindquarter assorted cuts, separable lean, raw, composite",0,0.0,9.07,63.66,136.43,572.43,5.94,0,1.39,0,22.79,335.1,4.34,69.9,0.0,0.0,73.07,2.98
M1151,"Lamb, forequarter & hindquarter assorted cuts, separable lean, cooked, composite",0,0.0,14.93,87.08,189.01,792.26,8.85,0,1.83,0,24.57,322.39,6.3,68.32,0.0,0.0,63.98,4.02
M1152,"Chicken, mince, raw, premium, Tegal",0,0.0,4.2,68.7,105.08,444.07,2,0,0.32,0,29,350,21,42,0.0,0.0,75,0.66
M1153,"Chicken, mince, pan fried, with no added fat, premium, Tegal",0,0.0,6.35,109.35,185.67,782.57,5.23,0,0.46,0,34.62,445.68,33.43,53.48,0.0,0.0,58.38,1.05
M1154,"Beef, forequarter bolar, separable lean & fat, raw",0,0.0,4.34,56.6,158.76,664.53,8.17,0,1.97,0,21.52,312.89,1.06,53.67,0.0,0.0,70.26,3.46
M1155,"Beef, forequarter brisket navel end, separable lean & fat, raw",0,0.0,9.68,64.39,386.22,1596.0,36.36,0,1.04,0,12.14,208.45,2.46,50.54,0.0,0.0,49.3,2.39
M1156,"Beef, forequarter brisket point end, separable lean & fat, raw",0,0.0,4.88,54.69,166.41,695.22,9.61,0,1.93,0,20.15,304.52,2.62,49.07,0.0,0.0,69.8,2.49
M1157,"Beef, forequarter chuck steak, separable lean & fat, raw",0,0.0,5.13,64.73,176.28,735.36,11.08,0,1.91,0,19.02,297.99,1.49,53.38,0.0,0.0,69.18,4.48
M1158,"Beef, forequarter scotch fillet, separable lean & fat, raw",0,0.0,4.59,63.5,210.98,877.51,15.31,0,1.92,0,17.95,297.18,4.45,43.41,0.0,0.0,64.38,3.34
M1159,"Beef, forequarter oyster blade, separable lean & fat, raw",0,0.0,4.49,56.36,179.0,747.68,10.45,0,1.88,0,17.52,287.6,2.01,57.31,0.0,0.0,69.37,4.45
M1160,"Beef, forequarter ribs prepared, separable lean & fat, raw",0,0.0,14.44,65.3,230.64,958.54,17.33,0,1.63,0,17.9,300.98,2.92,49.62,0.0,0.0,63.49,3.42
M1161,"Beef, hindquarter silverside, separable lean & fat, raw",0,0.0,3.82,47.79,123.96,520.65,4.94,0,1.37,0,21.29,346.09,1.08,39.4,0.0,0.0,72.89,2.72
M1162,"Beef, hindquarter skirt steak, separable lean & fat, raw",0,0.0,3.91,50.78,157.77,659.75,8.61,0,1.54,0,19.34,324.19,3.47,46.26,0.0,0.0,72.1,4.22
M1163,"Beef, hindquarter silverside, excluding the eye, separable lean & fat, raw",0,0.0,5.25,57.81,177.43,740.87,10.57,0,1.84,0,19.23,283.39,1.1,49.08,0.0,0.0,68.66,5.21
M1164,"Beef, hindquarter shank, separable lean & fat, raw",0,0.0,4.73,57.27,147.9,619.48,7.28,0,1.95,0,19.86,312.64,2.02,61.21,0.0,0.0,71.35,3.65
M1165,"Beef, hindquarter topside cap off, separable lean & fat, raw",0,0.0,3.74,56.04,135.99,571.26,5.38,0,2.24,0,22.08,334.88,1.43,39.61,0.0,0.0,71.61,2.9
