FoodID,FoodName,Alcohol,Carbohydrates,Calcium,Cholesterol,Calories,Kilojules,Fattotal,Glucose,Iron,Lactose,Magnesium,Potassium,Selenium,Sodium,Starchtotal,Sugarstotal,Water,Zinc
X1169,"Potato, root vegetable, stem tuber, flesh & skin, raw, floury potatoes for baking, frying and mashing, old (October)",0,11.0,5.5,0,54.25,230.31,0.2,0,0.57,0,21,430,0,1.3,11.0,0.0,83.4,0.32
X1170,"Potato, root vegetable, stem tuber, flesh & skin, baked without oil, no added salt, floury potatoes for baking, frying and mashing, old (October)",0,19.6,9.7,0,95.99,407.52,0.34,0,0.98,0,35,720,0,2.2,19.6,0.0,69.4,0.56
X1171,"Potato, root vegetable, stem tuber, flesh, raw, floury potatoes for baking, frying and mashing, old (October)",0,11.6,3.9,0,55.7,236.6,0.1,0,0.41,0,20,410,0,1.2,11.6,0.0,80.8,0.31
X1172,"Potato, root vegetable, stem tuber, flesh, boiled, drained, mashed, no salt added, floury potatoes for baking, frying and mashing, old (October)",0,12.1,3.4,0,57.14,242.72,0.1,0,0.37,0,16.3,320,0,1.6,12.1,0.0,79.6,0.25
X1173,"Potato, root vegetable, stem tuber, flesh, fried in canola oil, no salt added, floury potatoes for baking, frying and mashing, old (October)",0,15.3,5.0,0,97.63,411.28,2.9,0,0.55,0,25,520,0,1.6,15.3,0.0,72.9,0.39
X1174,"Potato, root vegetable, stem tuber, flesh & skin, raw, waxy potatoes for boiling, old (October)",0,9.8,5.5,0,47.63,202.28,0.1,0.9,0.33,0,19.6,370,0,0,8.9,0.9,86,0.35
X1175,"Potato, root vegetable, stem tuber, flesh & skin, boiled, drained, no salt added, waxy potato, no salt added, old (October)",0,10.84,5.0,0,50.92,216.29,0.1,0.94,0.29,0,16,300,0,0,9.9,0.94,82.6,0.31
X1176,"Potato, root vegetable, stem tuber, flesh & skin, raw, floury potatoes for baking, frying and mashing",0,10.85,6.95,0,52.65,223.58,0.15,0,0.98,0,22,470,0.8,1.2,10.85,0.0,81.7,0.32
X1177,"Potato, root vegetable, stem tuber, flesh & skin, baked without oil, no added salt, floury potatoes for baking, frying and mashing",0,19.3,11.0,0,92.66,393.5,0.25,0,1.84,0,35,750,1.05,1.95,19.3,0.0,68.54,0.53
X1178,"Potato, root vegetable, stem tuber, flesh, raw, floury potatoes for baking, frying and mashing",0,11.9,4.5,0,56.13,238.41,0.1,0,0.45,0,21.5,460,0.4,1.2,11.9,0.0,80.4,0.3
X1179,"Potato, root vegetable, stem tuber, flesh, boiled, drained, mashed, no salt added, floury potatoes for baking, frying and mashing",0,12.37,4.21,0,57.89,245.89,0.1,0,0.42,0,19.48,397.95,0.41,1.39,12.37,0.0,79.46,0.27
X1180,"Potato, root vegetable, stem tuber, flesh, boiled, drained, mashed with 3.3% fat milk & butter, no salt added, floury potatoes for baking, frying and mashing",0,10.09,32.55,11.84,89.48,374.67,4.5,0,0.34,1.07,16.97,325.18,0.57,34.47,8.91,1.18,78.32,0.28
X1181,"Potato, root vegetable, stem tuber, flesh, fried in canola oil, no salt added, floury potatoes for baking, frying and mashing",0,16.55,5.5,0,118.29,496.97,4.63,0,0.58,0,27,595,0,1.5,16.55,0.0,68.6,0.42
X1182,"Potato, root vegetables, stem tuber, flesh, boiled, drained, mashed with 3.3% fat milk & margarine, no salt added, floury potatoes for baking, frying and mashing",0,10.07,31.78,2.53,82.39,345.51,3.73,0,0.33,1.05,16.94,325.46,0.52,35.97,8.91,1.16,79.13,0.27
X1183,"Potato, root vegetable, stem tuber, flesh & skin, raw, waxy potatoes for boiling",0,10.2,5.6,0,48.76,207.12,0.1,0.85,0.47,0,19.15,385,0,0,9.35,0.85,85.1,0.3
X1184,"Potato, root vegetable, stem tuber, flesh & skin, boiled, drained, waxy potato, no salt added",0,10.98,5.05,0,51.62,219.25,0.1,0.89,0.37,0,19.5,335,0,0,10.09,0.89,83.04,0.28
X1185,"Pumpkin, fruit vegetable, flesh and skin, fresh, raw, Kumi Kumi",0,3.56,16.3,0,20.63,87.44,0.2,1.2,0.3,0,17.5,165,0,0,0.96,2.6,93,0.45
X1186,"Pumpkin, fruit vegetable, flesh and skin, fresh, boiled, drained, no salt added, Kumi Kumi",0,3.37,15.6,0,20.32,86.1,0.2,1.1,0.25,0,16.6,139,0,0,0.97,2.4,93.3,0.43
X1187,"Mushroom, fungus, button, white or brown, fresh, raw, composite",0,0.1,1.7,0,17.93,75.68,0.4,0,0.27,0,10.2,320,12.8,3.9,0.1,0.0,92,0.48
X1188,"Mushroom, fungus, button, white or brown, fresh, pan-fried with oil",0,0.14,2.24,0,69.22,287.2,5.6,0.01,0.37,0,13.37,419.55,16.78,5.12,0.13,0.01,83,0.63
X1189,"Mushroom, fungus, button, white or brown, fresh, boiled, drained, no salt added",0,0.13,2.03,0,22.53,95.11,0.5,0,0.32,0,12.19,362.41,16.11,4.66,0.13,0.0,91.5,0.57
X119,"Squash, fruit vegetable, flesh, raw, butternut",0,9.51,20.2,0,44.62,189.49,0.12,2.1,0.35,0,16.1,342,0.54,1.5,5.21,4.3,86.4,0.17
X1190,"Mushroom, fungus, button, white or brown, fresh, baked, no added fat",0,0.16,2.68,0,33.38,140.38,1.2,0,0.43,0,16.08,504.5,20.18,6.15,0.16,0.0,86.3,0.76
X1191,"Banana, fruit vegetable, green, cooking, peeled, fresh, raw, composite",0,17.2,4.3,0,74.6,316.8,0.2,0,0.25,0,29,410,0.4,0,16.6,0.6,75.9,0.18
X1192,"Banana, fruit vegetable, green, cooking, peeled, boiled, drained",0,15.1,3.78,0,66.8,283.54,0.3,0,0.22,0,25.5,341.6,0.37,0,14.9,0.56,76.7,0.16
X1193,"Banana, fruit vegetable, green, cooking, deep fried in oil",0,28.6,7.52,0,186.2,782.33,7.2,0,0.44,0,50.71,716.99,0.7,0,27.3,1.05,51.3,0.31
X1195,"Snow pea, fruit vegetable, seeds with pod, fresh, raw, composite",0,5.3,42.0,0,34.15,144.76,0.3,2.6,0.98,0,21,189,3.6,0,0.9,4.4,87.5,0.42
X1196,"Snow peas, fruit vegetable, seeds with pod, fresh, stir-fried",0,5.82,42.77,0,56.2,235.74,2.5,3,1.01,0,21.38,192.45,3.67,0,0.92,4.48,85.36,0.43
X1197,"Mixed vegetables, beans, carrots, corn & peas, frozen, raw, composite",0,7.1,34.0,0,42.7,180.85,0.5,0.3,0.66,0,19.1,210,0,23,2.9,4.2,84.9,0.39
X1198,"Mixed vegetables, beans, carrots, corn & peas, frozen, boiled, drained, no salt added, composite",0,6.98,31.75,0,41.16,174.41,0.4,0.29,0.62,0,17.84,185.81,0,21.48,2.85,4.13,87.3,0.36
X1199,"Mixed vegetables, carrots, corn & peas, frozen, raw, composite",0,8.5,24.0,0,54.53,230.48,1,0.2,0.82,0,21,200,0,34,2.9,5.6,81.7,0.55
X12,"Bean, seed vegetable, seed, dry, mung",0,38.7,89.0,0,271.95,1154.41,1.1,0.2,6.0,0,150,1250,11,12,37.2,1.5,11,2.7
X120,"Squash, fruit vegetable, flesh, raw, combined cultivars",0,11.15,18.5,0,52.08,221.07,0.22,2.4,0.37,0,14.9,364,0.65,1.67,6.35,4.8,83.7,0.2
X1200,"Mixed vegetables, carrots, corn & peas, frozen, boiled and drained, no salt added, composite",0,8.69,23.32,0,56.47,238.61,1.1,0.2,0.8,0,20.41,184.12,0,33.04,2.97,5.73,82.5,0.53
X1201,"Mixed vegetables, corn & peas, frozen, raw, composite",0,8.9,17.5,0,67.7,285.98,1.4,0,1.25,0,30,230,1.6,0,2.9,6.0,76.5,0.85
X1202,"Mixed vegetables, corn & peas, frozen, boiled and drained, no salt added, composite",0,8.62,16.11,0,61.48,260.15,0.9,0,1.15,0,27.61,200.53,1.55,0,2.81,5.81,79.9,0.78
X121,"Squash, fruit vegetable, flesh, raw, hybrid",0,12.74,14.9,0,59.43,252.17,0.33,2.6,0.37,0,12.3,371,0.65,1.8,7.54,5.2,81.01,0.22
X1211,"Tomato, red, fruit vegetable, medium to large size, fresh, ripe, raw, NZ grown, January, composite",0,2.32,12.6,0,12.68,53.6,0.22,0.9,0.25,0,9.7,220,0,1.9,0.42,1.9,95.5,0.11
X1212,"Tomato, red, fruit vegetable, medium to large size, fresh, ripe, raw, NZ and imported, July, composite",0,2.22,13.2,0,11.39,48.29,0.1,0.8,0.26,0,11.8,290,0,1.6,0.42,1.8,96.3,0.13
X1213,"Tomato, red, fruit vegetable, medium to large size, fresh, ripe, raw, NZ and imported, all year round",0,2.27,12.9,0,12.03,50.94,0.16,0.85,0.26,0,10.75,255,0,1.75,0.42,1.85,95.9,0.12
X1214,"Tomato, red, fruit vegetable, small, cocktail, fresh, ripe, raw, NZ grown, composite",0,3.22,14.7,0,17.84,75.57,0.2,1.3,0.47,0,12.8,270,0,1.3,0.42,2.8,93.9,0.16
X1215,"Tomato, red, fruit vegetable, bite-sized (cherry tomato), fresh, ripe, raw, composite",0,4.42,10.3,0,26.38,111.45,0.52,1.9,0.71,0,16.6,310,0,2.5,0.42,4.0,91.6,0.21
X1216,"Cauliflower, inflorescent vegetable, floret, frozen, unprepared, composite",0,1.88,20.0,0,18.0,75.89,0.5,0.6,0.31,0,11.5,170,0.5,13.9,0.28,1.6,93.4,0.21
X1217,"Cauliflower, inflorescent vegetable, floret, frozen, boiled, drained, no salt added",0,1.92,19.45,0,17.28,72.94,0.4,0.61,0.3,0,11.18,156.61,0.51,13.52,0.28,1.64,94.1,0.2
X1218,"Cauliflower, inflorescent vegetable, floret, frozen, steamed or microwaved, no salt added",0,2.0,21.3,0,20.32,85.72,0.5,0.64,0.33,0,12.25,181.08,0.53,14.81,0.29,1.7,92.2,0.22
X1219,"Broccoli, inflorescent vegetable, floret, frozen, unprepared, composite",0,1.4,31.0,0,21.16,89.17,0.6,0.5,0.43,0,12.9,152,0.6,10.9,0.1,1.3,92.4,0.24
X1220,"Broccoli, inflorescent vegetable, floret, frozen, boiled, drained, no salt added",0,1.62,34.28,0,21.02,88.6,0.6,0.58,0.48,0,14.27,159.24,0.7,12.05,0.11,1.51,93,0.27
X1221,"Broccoli, inflorescent vegetable, floret, frozen, steamed or microwaved, no salt added",0,1.83,40.66,0,27.32,115.25,0.7,0.66,0.56,0,16.92,199.35,0.79,14.3,0.13,1.7,89.7,0.31
X1222,"Bean, green, fruit vegetable, seeds with pod, frozen, unprepared, composite",0,3.79,67.0,0,27.18,115.12,0.3,0.4,0.85,0,27,280,0,1.8,2.09,1.7,88.9,0.37
X1223,"Bean, green, fruit vegetable, seeds with pod, frozen, boiled, drained, no salt added",0,3.69,65.3,0,24.34,103.2,0.2,0.39,0.83,0,26.31,272.89,0,1.75,2.03,1.66,90.3,0.36
X1224,"Bean, butter bean, fruit vegetable, seeds with pod, frozen, unprepared, composite",0,3.53,60.0,0,22.94,97.23,0.2,0.7,0.61,0,21,220,0.6,2.3,1.33,2.2,89.1,0.24
X1225,"Bean, butter bean, fruit vegetable, seeds with pod, frozen, boiled, drained, no salt added",0,3.55,57.23,0,22.72,96.31,0.2,0.7,0.58,0,20.03,198.81,0.6,2.19,1.34,2.21,90.3,0.23
X1226,"Bean, butter bean, fruit vegetable, frozen, seeds with pod, steamed or microwaved, no salt added",0,4.03,68.44,0,29.43,124.43,0.5,0.8,0.7,0,23.95,250.95,0.68,2.62,1.52,2.51,87.8,0.27
X1227,"Carrot, root vegetable, tap root, cubed or sliced, frozen, unprepared, composite",0,4.86,36.0,0,23.75,100.68,0.2,0.5,0.26,0,7.7,192,0,47,0.06,4.8,91,0.17
X1228,"Carrot, root vegetable, tap root, cubed or sliced, frozen, boiled, drained, no salt added",0,4.59,32.27,0,22.9,96.96,0.3,0.47,0.23,0,6.9,163.05,0,42.13,0.06,4.53,93.2,0.15
X1229,"Capsicum, red, fruit vegetable, sliced, frozen, unprepared, composite",0,3.5,9.2,0,19.58,82.97,0.19,1.6,0.31,0,12.6,210,1.3,7.4,0.1,3.4,92.6,0.15
X1230,"Capsicum, red, fruit vegetable, sliced, frozen, pan-fried with olive oil, no salt added",0,4.23,12.9,0,57.66,240.17,3.9,1.8,0.45,0,17.65,294.2,1.82,10.37,0.13,4.1,85.8,0.21
X1231,"Pea, sugar snap, fruit vegetable, seeds with pod, frozen, unprepared, composite",0,5.3,56.0,0,35.6,150.82,0.4,1.5,0.62,0,23,122,0.6,0,1.8,3.5,86.7,0.4
X1234,"Pea, sugar snap, fruit vegetable, seeds with pod, frozen, boiled, drained, no salt added",0,4.49,52.81,0,31.13,131.78,0.4,1,0.58,0,21.69,108.99,0.6,0,1.79,2.7,90,0.38
X1235,"Pea, sugar snap, fruit vegetable, seeds with pod, frozen, steamed or microwaved, no salt added",0,5.92,62.56,0,39.58,167.67,0.45,1.68,0.69,0,25.69,136.29,0.67,0,2.01,3.91,85.15,0.45
X1236,"Onion, bulb vegetable, sliced or diced, frozen, unprepared, composite",0,4.1,12.9,0,21.18,89.74,0.2,2,0.1,0,7.7,106,0,3.5,0.0,4.1,92.2,0.08
X1237,"Onion, bulb vegetable, sliced or diced, frozen, pan-fried with olive oil, no salt added",0,7.6,19.52,0,96.18,400.38,6.71,3.6,0.18,0,11.64,160.27,0,5.29,0.0,7.6,81.1,0.12
X1238,"Spinach, leafy vegetable, chopped, frozen, unprepared, composite",0,0.94,200.0,0,19.7,82.85,0.7,0.2,1.26,0,61,280,0,42,0.24,0.7,92.6,1.23
X1239,"Spinach, leafy vegetable, chopped, frozen, boiled, undrained, no salt added",0,1.05,222.9,0,23.05,97.01,0.78,0.22,1.4,0,67.98,312.06,0,46.81,0.27,0.78,91,1.37
X1240,"Kale, leafy vegetable, chopped, frozen, unprepared, composite",0,0.55,163.0,0,26.18,110.41,0.7,0.2,0.95,0,44,200,0.9,21,0.15,0.4,88.5,0.42
X1241,"Kale, leafy vegetable, chopped, frozen, steamed, no salt added",0,0.56,165.94,0,21.35,89.98,0.6,0.2,0.97,0,44.79,203.61,0.92,21.38,0.15,0.41,89.4,0.43
X1242,"Mixed vegetables, broccoli (50%) & cauliflower (50%), frozen, unprepared, composite",0,1.64,25.5,0,19.58,82.53,0.55,0.55,0.37,0,12.2,161,0.55,12.4,0.19,1.45,92.9,0.23
X1243,"Mixed vegetables, broccoli (50%) & cauliflower (50%), frozen, steam or microwaved, no salt added",0,1.91,30.98,0,23.82,100.48,0.6,0.65,0.45,0,14.58,190.21,0.66,14.55,0.21,1.7,90.95,0.27
X1244,"Mixed vegetables, broccoli, carrots & cauliflower, frozen, unprepared, composite",0,2.8,29.28,0,21.08,89.07,0.42,0.53,0.33,0,10.58,172.16,0.35,24.86,0.14,2.66,92.22,0.21
X1246,"Mixed vegetables, broccoli, carrots & cauliflower, frozen, boiled, drained, no salt added",0,2.79,28.81,0,20.5,86.6,0.43,0.55,0.33,0,10.63,159.77,0.39,23.35,0.15,2.64,93.42,0.21
X1247,"Bean, green, fruit vegetable, seeds with pod, frozen, steamed or microwaved, no salt added",0,4.22,74.67,0,29.51,124.92,0.4,0.45,0.95,0,30.09,312.05,0,2.01,2.33,1.89,87.4,0.41
X1248,"Bean, soy, (edamame), seed vegetable, green, immature, shelled, frozen, unprepared, composite",0,3.43,97.0,0,120.25,503.12,6.35,0,2.3,0,68,510,1.5,10.7,1.53,1.9,70.4,1.43
X125,"Tomato, fruit vegetable, canned, drained",0,4.63,32.0,0,25.32,107.36,0.2,1.9,0.21,0,12,270,0.2,138,0.03,4.6,94,0.17
X1250,"Bean, soy, (edamame), seed vegetable, green, immature, shelled, frozen, boiled, drained, no salt added",0,3.35,80.56,0,117.37,490.84,6.4,0,1.91,0,53.15,373.71,1.47,9.41,1.5,1.86,71.3,1.19
X1251,"Bean, soy, (edamame), seed vegetable, green, immature, shelled, frozen, steamed or microwaved, no salt added",0,3.65,103.17,0,132.55,553.7,7.7,0,2.45,0,72.33,542.47,1.6,11.38,1.63,2.02,68.5,1.52
X1252,"Pea, yellow, split, seed coat removed, dry, composite",0,42.76,44.0,0,272.26,1155.03,1.65,0,4.4,0,101,1020,4,0,39.76,3.0,6.6,3.1
X1253,"Pea, yellow, split, seed coat removed, dry, boiled, drained, no salt added",0,15.8,23.0,0,105.28,446.42,0.8,0,1.8,0,34,174,0,0,15.4,0.4,61.6,0.98
X1254,"Pea, green, split, seed coat removed, raw, dry, composite",0,45.65,32.0,0,285.16,1209.76,1.73,0,4.0,0,85,990,7,0,42.65,3.0,7.1,2.5
X1255,"Pea, green, split, seed coat removed, dry, boiled, drained, no salt added",0,15.85,12.51,0,106.11,449.98,0.8,0,1.56,0,31.27,341.48,3.22,0,15.45,0.4,61.3,0.98
X1256,"Chickpea (channa dhal), split, seed coat removed, raw, dry, composite",0,38.74,40.0,0,289.65,1224.78,5,0,4.7,0,126,1060,30,9,37.04,1.7,5.8,3.7
X126,"Tomato, fruit vegetable, whole, fried in dripping",0,3.3,15.0,7,70.3,291.4,5.9,1.6,0.5,0,13,340,0.14,3,0.0,3.3,86.5,0.2
X128,"Turnip, leafy vegetable, boiled, drained, no salt added",0,0.2,98.0,0,13.71,57.97,0.24,0.1,3.1,0,10,78,0.15,7,0.1,0.1,92.8,0.4
X129,"Turnip, root vegetable, tap root, flesh, boiled, drained, no salt added",0,2.3,55.0,0,14.65,61.89,0.3,1.2,0.4,0,7,160,0.22,28,0.1,2.2,94.5,0.11
X130,"Turnip, root vegetable, tap root, flesh, raw",0,3.7,59.0,0,20.5,86.75,0.3,1.9,0.4,0,7,240,0.23,58,0.2,3.5,93.3,0.2
X131,"Watercress, leafy vegetable, raw",0,0.22,52.7,0,15.66,66.03,0.42,0.1,2.24,0,13.2,180,0.19,16.6,0.12,0.1,93,0.27
X134,"Asparagus, stem vegetable, stalk, canned, drained",0,2.24,20.0,0,25.06,106.01,0.4,0.8,1.42,0,10,200,2.8,336,0.04,2.2,91.3,0.61
X135,"Sprout, bean, seed, germinated, raw, mung",0,1.1,18.6,0,22.83,96.07,0.77,0,0.4,0,18.7,144,1.36,2.98,0.6,0.5,93.21,0.33
X136,"Bean, seed vegetable, boiled, drained, no salt added, adzuki",0,20.1,28.0,0,111.3,472.9,0.1,0,2.0,0,51,532,2.1,8,19.0,1.1,66.29,1.77
X137,"Bean, seed vegetable, boiled, drained, no salt added, black",0,14.7,27.0,0,99.16,420.76,0.54,0,2.1,0,70,355,2.1,1,13.5,1.2,65.73,1.12
X138,"Bean, seed vegetable, boiled, drained, no salt added, broad",0,8.62,27.0,0,58.43,247.95,0.3,0.7,1.6,0,24,225,0.1,6,6.22,2.4,78.75,0.72
X139,"Bean, fruit vegetable, seeds with pod, boiled, drained, no salt added, butterbean",0,2.1,15.0,0,19.45,82.41,0.2,0.4,0.4,0,21,207,0.15,3,0.3,1.8,91.6,1.4
X14,"Bean, seed vegetable, dry, red kidney",0,40.29,88.0,0,263.76,1119.23,1.4,0.2,6.1,0,138,1400,1.8,8,37.9,2.39,11.2,2.9
X142,"Choko, fruit vegetable, flesh, cooked",0,4.1,16.0,0,20.7,87.73,0.2,1.6,0.3,0,12,79,0.11,8,0.6,3.5,93.6,0.2
X143,"Gherkin, pickled, in sweetened brine, drained",0,25.5,22.0,0,106.2,450.98,0.3,11.3,0.5,0,25,11,0.09,520,0.8,24.7,73.4,0.0
X146,"Onion, pickled",0,13.0,26.0,0,55.8,236.9,0.2,5.5,0.1,0,7,63,0.07,790,0.7,12.3,82.1,0.0
X147,"Pumpkin, fruit vegetable, flesh, boiled, drained, no salt added, combined cultivars",0,4.0,16.0,0,20.8,88.15,0.2,0.6,0.24,0,10,228,0.11,2,1.4,2.6,91.53,0.17
X148,"Pumpkin, fruit vegetable, flesh, baked, combined cultivars",0,9.1,29.0,0,45.57,193.2,0.38,1.5,0.43,0,19,417,0.23,3,3.0,6.1,84.51,0.33
X15,"Bean, fruit vegetable, seeds with pod, raw, wax",0,2.79,48.0,0,17.96,76.08,0.2,1.4,0.33,0,19,159,0.16,3,0.79,2.0,90,0.33
X154,"Potato, root vegetable, stem tuber, flesh, microwaved, salt added, Rua",0,21.11,4.0,0,95.61,406.18,0.13,0.17,0.5,0,22,610,0.98,119,20.61,0.5,72.39,0.4
X155,"Potato, fries, fried in butter, salt added",0,26.29,8.0,9,159.3,671.14,4.71,0.15,0.7,0,27,776,1.2,158,25.82,0.47,63.33,0.4
X178,"Squash, fruit vegetable, skin, raw, buttercup",0,11.15,57.7,0,60.65,256.89,0.7,2.4,1.3,0,84.7,315,0.7,1.2,6.35,4.8,83.7,0.44
X181,"Puwha, leafy vegetable, leaves & upper stem, boiled, drained, no salt added, Sow Thistle",0,0.23,101.0,0,16.47,69.12,0.7,0.1,1.08,0,16,160,0.2,26,0.03,0.2,93.5,0.5
X184,"Seaweed, sea vegetable, boiled, Karengo",0,0.39,62.0,0,13.71,57.83,0.35,0,5.92,0,90,633,1,754,0.39,0.0,83.22,0.37
X192,"Squash, fruit vegetable, flesh, raw, buttercup",0,11.14,17.9,0,52.04,220.9,0.22,2.44,0.66,0,9.5,471,0,0.79,6.35,4.79,83.7,0.2
X2,"Artichoke, inflorescent vegetable, boiled, drained, no salt added, globe",0,1.2,44.0,0,20.6,87.3,0.2,0.8,0.5,0,27,330,0,15,0.0,1.2,84.4,0.6
X225,"Squash, fruit vegetable, flesh, steamed, buttercup",0,18.4,16.0,0,83.46,354.34,0.29,1.8,0.39,0,13,375,0.81,2,14.8,3.6,78.1,0.24
X229,"Squash, fruit vegetable, skin, steamed, buttercup",0,12.6,147.0,0,98.9,417.83,2,0.5,3.43,0,216,760,0.8,3,11.7,0.9,76.1,1.12
X23,"Cabbage, leafy vegetable, red",0,3.4,53.0,0,23.05,97.59,0.3,1.5,0.6,0,17,300,0.09,32,0.0,3.4,89.7,0.3
X230,"Bean, seed vegetable, dried, soy",0,9.59,210.0,0,351.79,1471.79,18.66,0.2,3.45,0,240,1790,41.8,2,4.36,5.23,8.77,5.52
X237,"Cassava, root vegetable, root tuber, baked in traditional Papua New Guinea oven",0,36.53,32.0,0,150.72,640.31,0.2,0.21,2.0,0,35,365,1,7.1,35.0,1.53,58.9,0.7
X238,"Cassava, root vegetable, root tuber, peeled, boiled, drained, no salt added",0,33.48,20.0,0,137.45,583.95,0.17,0.22,0.23,0,28,289,1,7,32.0,1.48,64.6,0.48
X239,"Garden cress, leafy vegetable, leaves & stems, raw",0,0.33,81.0,0,18.12,76.14,0.7,0.15,1.3,0,38,606,0.3,14,0.18,0.15,89.4,0.23
X24,"Cabbage, leafy vegetable, inner leaves, boiled, drained, no salt added, savoy",0,1.1,53.0,0,10.55,44.71,0.1,0.6,0.7,0,7,120,0.08,8,0.0,1.1,95.7,0.2
X249,"Taro, leafy vegetable, raw",0,0.7,216.0,0,30.5,128.63,0.8,0.2,2.7,0,192,843,0,3,0.05,0.65,83,0.9
X25,"Cabbage, leafy vegetable, inner leaves, raw, savoy",0,3.3,75.0,0,27.35,116.11,0.1,1.9,0.9,0,20,260,0.09,23,0.0,3.3,89.9,0.3
X250,"Cabbage, leafy vegetable, cooked, Chinese",0,1.2,88.0,0,14.95,63.41,0.1,0.7,1.9,0,8,90,0.06,3,0.0,1.2,96,0.17
X251,"Cabbage, leafy vegetable, raw, Chinese",0,1.3,25.0,0,9.6,40.8,0,0.7,0.3,0,8,250,0.06,6,0.0,1.3,95.7,0.2
X253,"Cassava, root vegetable, root tuber, peeled, raw",0,33.51,20.0,0,137.84,585.57,0.2,0.21,0.23,0,30,304,1,7.2,32.0,1.51,62.6,0.49
X257,"Water chestnut, root vegetable, corm, canned, drained",0,6.8,11.0,0,31.24,132.7,0.06,0,0.7,0,5,140,0,11,3.6,3.2,85.6,0.4
X258,"Bamboo shoot, stem vegetable, shoot, canned, drained",0,0.0,8.0,0,9.6,40.3,0.4,0,0.32,0,4,80,1,7,0.0,0.0,94.32,0.65
X259,"Corn, seed vegetable, canned, drained, baby sweet corn",0,1.9,8.0,0,22.7,95.98,0.4,1,1.2,0,21,180,0.3,1140,0.5,1.4,92.5,0.6
X260,"Garlic, bulb vegetable, cloves, raw, peeled",0,10.27,19.0,0,78.23,331.73,0.6,0.4,1.9,0,25,620,2,4,8.7,1.57,64.3,1.0
X263,"Squash, fruit vegetable, flesh & skin, steamed, buttercup",0,17.94,26.48,0,84.7,359.42,0.43,1.7,0.63,0,29.24,405.8,0.81,2.08,14.55,3.38,77.94,0.31
X266,"Sprout, alfalfa, seed, germinated, raw",0,0.0,12.5,0,21.15,89.0,0.7,0,0.54,0,16.5,83.2,2.3,6.1,0.0,0.0,92.29,0.03
X267,"Sprout, alfalfa and radish, seed, germinated, raw",0,0.5,14.6,0,25.28,106.92,0.42,0.5,0.66,0,16.3,98.8,3.48,10.5,0.0,0.5,90.87,0.4
X268,"Sprout, alfalfa and onion, seed, germinated, raw",0,0.0,13.4,0,21.21,89.59,0.44,0,0.58,0,15.7,92.2,2.51,6.75,0.0,0.0,92.34,0.38
X269,"Snow pea shoot, stem vegetable, raw",0,0.0,6.66,0,19.32,81.82,0.23,0,0.71,0,15,150,0.18,0.99,0.0,0.0,93.28,0.62
X273,"Ginger, root vegetable, rhizome, raw, peeled",0,4.8,17.0,0,26.3,111.28,0.4,0.8,0.6,0,28,240,2,11,3.1,1.7,90.4,0.4
X276,"Capsicum, fruit vegetable, boiled, red",0,6.7,9.0,0,34.81,147.43,0.4,2.7,0.3,0,14,180,0,70,0.1,6.6,89.5,0.2
X277,"Bean, seed vegetable, dried, boiled, drained, no salt added, lima",0,15.61,16.0,0,90.66,384.93,0.3,0,1.3,0,35,350,2,7,14.18,1.43,73.7,0.7
X278,"Chives, leafy vegetable, raw",0,2.6,90.0,0,19.13,80.94,0.3,1.1,2.8,0,12,210,0,7,0.0,2.6,89.6,0.4
X282,"Mushroom, fungus, canned, drained",0,0.5,11.0,0,14.5,61.0,0.5,0,0.79,0,15,129,2,425,0.5,0.0,91.5,0.72
X287,"Pepper, red chilli, flesh, raw",0,6.2,8.0,0,32.65,138.26,0.4,2.5,0.3,0,14,160,0,4,0.1,6.1,90.4,0.1
X289,"Sprouts, beans, seeds, germinated, raw, soybean",0,7.0,67.0,0,139.92,586.28,6.7,0.5,2.1,0,72,484,2,14,5.0,2.0,69.05,1.17
X292,"Pumpkin, fruit vegetable, flesh & skin, roasted, combined cultivars",0,5.01,16.0,0,51.36,214.87,2.73,0.61,0.47,0,24,430,0,29,3.79,1.22,85.21,0.32
X293,"Mixed root vegetable, carrot & parsnip, tap root, flesh, boiled, drained, no salt added",0,7.95,38.0,0,37.82,160.3,0.36,1.1,0.77,0,20.5,430,0,30.1,3.0,4.95,83.55,0.19
X294,"Chicory, leafy vegetable, boiled in salted water",0,0.59,20.0,0,7.38,30.99,0.3,0.3,0.4,0,5,110,0,150,0.09,0.5,94.8,0.4
X295,"Tomato, sun-dried",0,43.46,110.0,0,261.32,1106.9,2.97,10,9.09,0,194,3430,0,2100,20.46,23.0,14.56,1.99
X298,"Mushroom, fungus, fried in butter",0,0.38,8.1,37,61.12,253.46,5.05,0,0.53,0,15,430,53,41,0.38,0.0,84.95,0.84
X3,"Jerusalem artichoke, root vegetable, tuber, flesh, boiled, drained, no salt added",0,1.5,30.0,0,13.15,55.76,0.1,0.1,0.4,0,11,420,0,3,0.0,1.5,80.2,0.1
X30,"Carrot, root vegetable, taproot, frozen, raw, Red Cored Chantenay",0,5.06,27.0,0,23.64,100.35,0.1,1.2,0.37,0,7,110,0.15,52,0.06,5.0,91.13,0.2
X302,"Artichoke, California",0,1.3,41.7,0,21.8,92.46,0.15,0.8,0.98,0,70,401,0,108,0.0,1.3,85.8,0.49
X305,"Lettuce, leafy vegetable, raw, hydroponic varieties",0,1.8,61.0,0,17.74,75.01,0.31,0.7,0.97,0,16,280,0,13,0.1,1.7,94.75,0.24
